idRestaurant,InspectionDate,ViolationCode,ViolationDescription,CriticalFlag,Score,Grade
41617151,2013-03-13,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,25.0,
41617151,2013-03-13,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,25.0,
41617151,2013-03-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25.0,
41617151,2013-03-13,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,25.0,
41617151,2013-03-13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,25.0,
41627475,2013-03-13,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,43.0,
41627475,2013-03-13,20F,Current letter grade card not posted.,Not Critical,,
41627475,2013-03-13,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,43.0,
41627475,2013-03-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,43.0,
41627475,2013-03-13,09B,Thawing procedures improper.,Not Critical,43.0,
41627475,2013-03-13,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,43.0,
41627475,2013-03-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,43.0,
41627475,2013-03-13,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,43.0,
41627475,2013-03-13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,43.0,
41627475,2013-03-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,43.0,
41690254,2013-03-13,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,8.0,A
41690254,2013-03-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A
41690338,2013-03-13,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,
41690338,2013-03-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10.0,
41690338,2013-03-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,10.0,
41691978,2013-03-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A
41691978,2013-03-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A
41691978,2013-03-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A
41691978,2013-03-13,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,12.0,A
41694199,2013-03-13,22B,Toilet facility used by women does not have at least one covered garbage receptacle.,Not Critical,,
41694199,2013-03-13,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,2.0,A
41694850,2013-03-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A
41694850,2013-03-13,02B,Hot food item not held at or above 140º F.,Critical,12.0,A
41698355,2013-03-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A
41698355,2013-03-13,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A
41698355,2013-03-13,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13.0,A
41706003,2013-03-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16.0,
41706003,2013-03-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16.0,
41706003,2013-03-13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16.0,
41706304,2013-03-13,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,13.0,A
41706304,2013-03-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A
41708214,2013-03-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A
41708214,2013-03-13,02B,Hot food item not held at or above 140º F.,Critical,9.0,A
41709760,2013-03-13,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,
41709760,2013-03-13,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,7.0,
41710645,2013-03-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A
41718733,2013-03-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,
40364956,2013-03-14,02B,Hot food item not held at or above 140º F.,Critical,12.0,A
40364956,2013-03-14,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A
40377299,2013-03-14,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A
40377299,2013-03-14,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12.0,A
40377299,2013-03-14,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12.0,A
40383825,2013-03-14,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,
40393519,2013-03-14,04M,Live roaches present in facility's food and/or non-food areas.,Critical,10.0,A
